date,open,high,low,close,volume
2024-01-01T09:15:00.000000,21727.8,21737.3,21701.8,21710.4,0
2024-01-01T09:16:00.000000,21711.5,21720.0,21695.1,21695.3,0
2024-01-01T09:17:00.000000,21697.7,21711.8,21694.8,21709.6,0
2024-01-01T09:18:00.000000,21709.1,21712.5,21698.4,21701.6,0
2024-01-01T09:19:00.000000,21704.3,21708.0,21693.6,21693.8,0
2024-01-01T09:20:00.000000,21693.9,21701.1,21686.1,21687.9,0
2024-01-01T09:21:00.000000,21688.1,21695.9,21684.8,21694.7,0
2024-01-01T09:22:00.000000,21694.3,21700.4,21692.4,21693.3,0
2024-01-01T09:23:00.000000,21694.9,21697.1,21690.8,21692.6,0
2024-01-01T09:24:00.000000,21693.8,21698.4,21692.6,21695.7,0
2024-01-01T09:25:00.000000,21697.3,21698.4,21693.2,21697.1,0
2024-01-01T09:26:00.000000,21696.3,21701.7,21695.6,21699.7,0
2024-01-01T09:27:00.000000,21699.8,21704.1,21697.4,21703.1,0
2024-01-01T09:28:00.000000,21700.9,21703.6,21696.2,21699.7,0
2024-01-01T09:29:00.000000,21698.7,21702.4,21695.2,21700.8,0
2024-01-01T09:30:00.000000,21700.2,21700.2,21693.2,21695.3,0
2024-01-01T09:31:00.000000,21696.8,21697.7,21684.1,21687.9,0
2024-01-01T09:32:00.000000,21688.6,21693.6,21685.6,21693.6,0
2024-01-01T09:33:00.000000,21692.7,21703.1,21692.7,21702.2,0
2024-01-01T09:34:00.000000,21703.2,21705.8,21700.7,21703.1,0
2024-01-01T09:35:00.000000,21702.2,21711.8,21702.2,21708.2,0
2024-01-01T09:36:00.000000,21708.8,21711.9,21705.9,21707.5,0
2024-01-01T09:37:00.000000,21708.2,21711.8,21703.2,21706.6,0
2024-01-01T09:38:00.000000,21706.6,21706.9,21699.2,21702.3,0
2024-01-01T09:39:00.000000,21699.4,21701.5,21689.7,21689.7,0
2024-01-01T09:40:00.000000,21688.0,21695.1,21685.8,21692.4,0
2024-01-01T09:41:00.000000,21692.5,21697.9,21691.8,21693.3,0
2024-01-01T09:42:00.000000,21694.1,21702.1,21693.9,21699.9,0
2024-01-01T09:43:00.000000,21700.8,21705.3,21699.1,21701.2,0
2024-01-01T09:44:00.000000,21701.6,21708.4,21700.5,21706.1,0
2024-01-01T09:45:00.000000,21705.4,21710.8,21704.8,21707.2,0
2024-01-01T09:46:00.000000,21706.2,21715.2,21703.3,21714.8,0
2024-01-01T09:47:00.000000,21714.5,21716.1,21710.6,21712.0,0
2024-01-01T09:48:00.000000,21711.8,21716.1,21710.4,21715.3,0
2024-01-01T09:49:00.000000,21715.6,21720.7,21714.2,21720.4,0
2024-01-01T09:50:00.000000,21719.3,21721.8,21717.7,21720.1,0
2024-01-01T09:51:00.000000,21719.3,21723.4,21719.3,21722.2,0
2024-01-01T09:52:00.000000,21721.8,21727.2,21720.8,21725.7,0
2024-01-01T09:53:00.000000,21726.6,21732.8,21725.3,21732.8,0
2024-01-01T09:54:00.000000,21733.7,21737.7,21728.1,21731.4,0
2024-01-01T09:55:00.000000,21731.9,21732.8,21721.7,21721.7,0
2024-01-01T09:56:00.000000,21720.1,21729.4,21720.1,21726.1,0
2024-01-01T09:57:00.000000,21726.2,21730.8,21724.6,21728.8,0
2024-01-01T09:58:00.000000,21729.2,21730.8,21726.7,21726.7,0
2024-01-01T09:59:00.000000,21727.7,21730.4,21725.5,21726.3,0
2024-01-01T10:00:00.000000,21726.6,21731.2,21721.5,21724.4,0
2024-01-01T10:01:00.000000,21724.0,21732.2,21723.5,21730.8,0
2024-01-01T10:02:00.000000,21730.6,21732.2,21727.8,21729.7,0
2024-01-01T10:03:00.000000,21729.0,21730.5,21725.3,21725.9,0
2024-01-01T10:04:00.000000,21725.8,21726.8,21721.7,21723.0,0
2024-01-01T10:05:00.000000,21723.5,21727.1,21721.7,21722.7,0
2024-01-01T10:06:00.000000,21722.1,21722.8,21716.6,21717.3,0
2024-01-01T10:07:00.000000,21716.8,21717.9,21709.1,21714.8,0
2024-01-01T10:08:00.000000,21715.1,21720.0,21713.0,21720.0,0
2024-01-01T10:09:00.000000,21720.2,21720.2,21713.0,21714.6,0
2024-01-01T10:10:00.000000,21714.7,21714.7,21711.0,21711.7,0
2024-01-01T10:11:00.000000,21711.2,21712.3,21703.8,21705.1,0
2024-01-01T10:12:00.000000,21704.8,21707.1,21702.8,21704.8,0
2024-01-01T10:13:00.000000,21704.8,21709.8,21703.8,21706.8,0
2024-01-01T10:14:00.000000,21707.9,21712.6,21707.1,21709.7,0
2024-01-01T10:15:00.000000,21709.6,21713.9,21708.2,21712.8,0
2024-01-01T10:16:00.000000,21712.8,21713.8,21706.9,21708.4,0
2024-01-01T10:17:00.000000,21708.0,21713.8,21704.9,21713.8,0
